subject,trigger_foot,direction,perturbation,cadence,R_square,SS_residual,SS_total,SS_difference,foot_placement_ml_by_com_50_slope_1,foot_placement_ml_by_com_50_slope_2,foot_placement_ml_by_com_50_slope_3,foot_placement_ml_by_com_50_slope_4,cadence_actual
CAD12,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,110BPM,0.851382727033632,0.00689707808677755,0.0464083208439597,0.0395112427571821,2.30564490345106,0.567661004208806,-0.0066957251690886,0.0191626899926271,111.374073055776
CAD12,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,80BPM,0.90255937394847,0.00604415548302885,0.0620291117570663,0.0559849562740374,2.70929590001782,0.872979312909055,0.219658595560073,0.11261019467076,87.7085460871703
CAD12,TRIGGER_RIGHT,STIM_NONE,STIM_NONE,110BPM,0.92469965875213,0.0028010385101572,0.0371982180125438,0.0343971795023866,2.07226585343658,0.475147501692507,0.645797588522906,0.0637850180412033,113.873400143037
CAD12,TRIGGER_RIGHT,STIM_NONE,STIM_NONE,80BPM,0.930111848123752,0.0021466515957417,0.030715529572778,0.0285688779770363,3.29245476672096,0.810159723540513,-0.621827016992121,0.00916443372802331,87.6298816654624
CAD12,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,110BPM,0.903377957818839,0.00739005578780751,0.076484160559881,0.0690941047720735,2.42633709167495,0.489263919334772,0.056934084829743,0.0088515355942621,111.773851204933
CAD12,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,80BPM,0.884222471880847,0.00897324713133863,0.0775042210445516,0.0685309739132129,2.79500643917983,0.761601621921066,-0.0558299256953315,0.077174221266388,91.4158616600631
CAD13,TRIGGER_LEFT,STIM_NONE,STIM_NONE,110BPM,0.883180439478138,0.0030736839906351,0.0263113812182154,0.0232376972275803,1.92364680134124,0.506438682860155,-0.085475062888152,0.0917909235395462,109.192206724135
CAD13,TRIGGER_LEFT,STIM_NONE,STIM_NONE,80BPM,0.797884122602018,0.00390210405971323,0.0193062717780933,0.01540416771838,2.4402535497849,0.410380163095236,0.480596068909865,0.175774170544142,81.6131889163974
CAD13,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,110BPM,0.807909293734361,0.00649404464314271,0.0338071777099003,0.0273131330667575,2.12116332337711,0.291593306304239,0.257746923324371,0.00374337972530472,108.875492402333
CAD13,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,80BPM,0.738756688932403,0.00943154436522004,0.0361025295793301,0.02667098521411,2.22028839430086,0.385333564949464,0.236035783393149,0.262101668827089,86.5307938587322
CAD13,TRIGGER_RIGHT,STIM_NONE,STIM_NONE,110BPM,0.919080293553754,0.00275749376618474,0.0340769126246954,0.0313194188585107,1.8410258470873,0.523738350815015,0.124919369130534,0.000437879795994129,110.687780474626
CAD13,TRIGGER_RIGHT,STIM_NONE,STIM_NONE,80BPM,0.89372509636211,0.0018350737095254,0.0172672347535411,0.0154321610440157,2.29206116292958,0.545856356755889,0.0816504631550882,0.00244972975927736,81.3108053637747
CAD13,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,110BPM,0.903675287340753,0.00399425526661214,0.0414665681977375,0.0374723129311254,2.0156354715583,0.466951272154148,0.26376934177844,-0.0255263601132656,111.124659268367
CAD13,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,80BPM,0.658696003978157,0.00679190778175319,0.0198998777070237,0.0131079699252706,2.12132401258598,0.368493083325035,0.343121834218288,0.00461378577642055,82.5575512766706
CAD14,TRIGGER_LEFT,STIM_NONE,STIM_NONE,110BPM,0.913275053509877,0.00396853676923765,0.0457600371040832,0.0417915003348456,1.93021023755854,0.532046632762957,0.316839569317296,-0.072444675208625,109.825181471825
CAD14,TRIGGER_LEFT,STIM_NONE,STIM_NONE,80BPM,0.813324021988638,0.00569795722108087,0.0305232482603308,0.0248252910392499,2.58190491518015,0.803548634242541,0.345702610064911,0.221013583588766,79.9307809244019
CAD14,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,110BPM,0.864078914761262,0.00362755062485793,0.0266886525993104,0.0230611019744525,2.18528578580297,0.586537810035649,0.294879141740864,0.0876069257078213,110.441953494844
CAD14,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,80BPM,0.731597028891852,0.00145441292758303,0.00541876612460076,0.00396435319701773,2.53677074915738,0.617985099835208,0.726616477289142,-0.0283109091660714,83.3549481757786
CAD14,TRIGGER_RIGHT,STIM_NONE,STIM_NONE,110BPM,0.880215208459081,0.00266831042202086,0.0222758698136511,0.0196075593916303,2.32651532469442,0.54475299330255,-0.084263956300881,0.0108572567047215,110.398701869263
CAD14,TRIGGER_RIGHT,STIM_NONE,STIM_NONE,80BPM,0.911106207669369,0.00274209004886121,0.0308468114248327,0.0281047213759715,2.51678757270464,0.573249761438091,-0.198150508796383,0.0267354944112403,81.0318230519234
CAD14,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,110BPM,0.921118061821209,0.00360847519432521,0.0457452653628563,0.0421367901685311,2.4155945935531,0.608027122841069,-0.123415531779296,-0.127007389278906,110.756347237196
CAD14,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,80BPM,0.885314107674454,0.00300112811398271,0.0261682413863401,0.0231671132723574,3.02024665318332,0.546511939881303,0.212457803529225,0.210139303838805,82.1310179187539
CAD15,TRIGGER_LEFT,STIM_NONE,STIM_NONE,110BPM,0.876959305729097,0.00233682297926457,0.0189922772551942,0.0166554542759296,2.51225913176257,0.503601572709559,0.437752415924819,0.0981027733082219,107.255830608772
CAD15,TRIGGER_LEFT,STIM_NONE,STIM_NONE,80BPM,0.738791744138776,0.00314612002804598,0.0120444892435462,0.00889836921550023,2.13275289158786,0.246712065139337,0.062572050253534,0.122464216043306,86.1615360657641
CAD15,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,110BPM,0.908321974164627,0.00401300820061202,0.0437728470268132,0.0397598388262012,2.88651946260778,0.0869064508446376,0.202544367028372,-0.168684263811541,108.650209162286
CAD15,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,80BPM,0.590656310236081,0.00401288875279053,0.00980322612302852,0.00579033737023799,1.71590001672436,-0.0203173833605573,0.226443866504339,0.0829364885287598,84.7999810881499
CAD15,TRIGGER_RIGHT,STIM_NONE,STIM_NONE,110BPM,0.868717153321499,0.00360557084353506,0.0274641427631802,0.0238585719196452,2.37020397100527,0.358481436397259,-0.0117839485828719,0.00314387414454037,110.324841984185
CAD15,TRIGGER_RIGHT,STIM_NONE,STIM_NONE,80BPM,0.823456887076969,0.00298225981356388,0.0168925298992779,0.013910270085714,2.15021542675911,0.337744843316503,-0.241846050351429,0.129566414657797,89.0407126288183
CAD15,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,110BPM,0.80754580842877,0.0032540369490401,0.0169081116003427,0.0136540746513026,2.1274062017509,0.484713138775978,0.292701494057609,0.0675944199689334,112.848022258134
CAD15,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,80BPM,0.658499049961486,0.00640727007370768,0.0187620856486199,0.0123548155749122,2.09224798522868,-0.0835750237061276,0.109454645055273,0.179588478028294,92.1608218298452
CAD16,TRIGGER_LEFT,STIM_NONE,STIM_NONE,110BPM,0.930501649410618,0.0043328584750616,0.0623447670098173,0.0580119085347557,2.44965972809178,0.531644346281622,-0.144002164576897,-0.0257332522063554,111.2528974284
CAD16,TRIGGER_LEFT,STIM_NONE,STIM_NONE,80BPM,0.913659148645677,0.00345598699265622,0.0400272517405884,0.0365712647479322,2.96141089351633,0.654360494415977,-0.0369230910861387,0.135279354944356,81.7093130169835
CAD16,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,110BPM,0.836852306234115,0.0128110039494514,0.0785239659460652,0.0657129619966138,3.074149692867,0.489983848951616,-0.284963228955861,0.0692018788715663,111.459346790961
CAD16,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,80BPM,0.708875286070956,0.0110761571805137,0.038046090388648,0.0269699332081343,2.43267058817471,0.522798127743245,-0.401475043523501,-0.180095585880147,82.7042683226219
CAD16,TRIGGER_RIGHT,STIM_NONE,STIM_NONE,110BPM,0.952895487423229,0.00213827847435954,0.0453943445625206,0.0432560660881611,2.44615003399277,0.586223204861559,-0.385053208560748,0.0803422109436843,108.77489852642
CAD16,TRIGGER_RIGHT,STIM_NONE,STIM_NONE,80BPM,0.922742685730395,0.00580221305324922,0.0751024431551066,0.0693002301018574,3.28537201939937,0.678939034965201,0.666613696855977,0.0922399172757671,79.3855145612668
CAD16,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,110BPM,0.933254398121463,0.00648327537771874,0.097134121129313,0.0906508457515942,2.69974529702556,0.761777164763208,0.78118441591188,0.224655135002057,110.132119261566
CAD16,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,80BPM,0.771532219350614,0.0109273620934003,0.0478288976342347,0.0369015355408344,2.99606073593471,0.83913759767404,-0.104960636120855,0.223215021793276,78.8738098942556
CAD17,TRIGGER_LEFT,STIM_NONE,STIM_NONE,110BPM,0.887462849724911,0.00348943512420245,0.031006961840359,0.0275175267161566,2.01159730814938,0.543155992909614,0.60848614025861,-0.0325831859779168,112.347433922584
CAD17,TRIGGER_LEFT,STIM_NONE,STIM_NONE,80BPM,0.887065435543774,0.00683632737177425,0.0605335258048838,0.0536971984331096,3.21983558740143,0.734556368842268,-0.0547041242577984,0.239903609316773,86.1053797236422
CAD17,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,110BPM,0.899816039109867,0.0133961054064269,0.133715070630096,0.120318965223669,2.61609226759496,0.810097857904146,-0.675806218304288,0.288931939003866,112.199700427796
